temperature,humidity,smoke,temp_max,temp_min,pressure,clouds_all,wind_speed,wind_deg,wind_gust,temp_local,ForestFire
41.33,47.98,424.73,45.24,39.56,977.86,59.29,6.98,156.63,7.63,44.31,0
90.81,14.02,3787.45,100.12,86.53,1006.62,21.72,6.67,209.63,20.78,100.58,1
32.52,42.73,426.78,37.48,30.74,983.69,55.21,9.83,329.93,19.35,32.35,0
56.03,16.63,3629.15,60.72,52.23,976.36,10.76,1.63,87.55,4.15,76.98,1
40.37,44.26,138.33,47.0,37.04,941.28,68.26,28.06,284.84,29.9,42.29,0
27.25,43.19,849.73,28.98,22.75,941.03,64.37,3.58,4.3,12.0,29.25,0
83.97,37.09,2935.72,91.78,75.43,990.21,20.32,21.06,30.53,21.94,100.23,1
16.86,92.68,69.69,24.77,14.5,945.87,91.38,16.05,341.89,18.52,13.45,0
69.64,28.62,4230.22,74.91,65.89,998.96,31.58,16.58,251.18,30.81,73.87,1
34.98,59.61,1093.92,44.58,31.63,989.79,66.8,3.17,227.99,14.34,36.95,0
89.51,8.03,2993.07,95.73,85.85,976.62,39.09,7.3,120.26,16.5,98.2,1
40.65,69.26,728.31,47.91,36.41,996.78,96.43,23.4,66.36,26.53,36.55,0
69.22,20.7,1877.28,78.54,66.03,1019.45,36.79,13.91,136.77,17.19,89.67,1
24.67,61.22,1371.1,31.67,15.19,959.71,76.91,13.71,215.42,20.4,20.21,0
48.96,50.72,827.03,53.84,44.17,984.56,89.02,16.38,228.38,27.69,52.2,0
28.5,68.17,667.43,29.72,26.47,1007.43,50.38,13.01,61.04,13.07,30.16,0
32.0,64.14,4.55,39.56,26.79,941.35,47.68,24.18,160.38,24.85,33.97,0
70.04,13.38,1638.43,79.72,67.38,956.28,38.51,22.46,204.03,35.51,99.99,1
21.78,48.83,847.43,27.02,18.84,981.68,56.78,9.51,345.59,21.72,21.74,0
63.97,1.17,2526.72,68.03,60.4,984.18,26.99,24.36,197.79,34.78,89.36,1
24.72,67.98,891.35,30.4,22.6,946.91,86.83,15.56,209.02,23.05,27.58,0
18.73,43.21,1489.28,26.28,11.24,972.59,43.58,18.83,275.47,21.01,21.5,0
58.92,19.86,4294.72,59.93,50.8,981.58,38.93,25.99,150.81,27.52,65.95,1
88.56,39.81,2137.28,97.54,84.01,973.84,21.87,14.28,138.19,27.86,120.82,1
23.49,69.86,491.49,32.46,16.29,996.05,61.43,22.69,212.73,28.43,20.7,0
20.32,43.49,224.0,26.19,15.82,1001.71,59.11,18.84,281.99,29.28,18.38,0
36.17,78.12,1195.31,38.28,33.7,976.82,56.34,12.8,229.53,19.65,33.33,0
113.5,36.73,4320.94,120.54,108.92,974.05,13.82,23.67,67.01,34.64,142.48,1
74.5,25.57,3098.33,76.74,68.49,996.43,30.82,3.15,143.17,6.05,102.49,1
43.98,81.25,1147.12,49.55,42.62,984.42,55.99,17.44,184.53,24.71,48.7,0
40.02,36.03,3034.94,41.86,33.13,1009.64,22.23,1.39,188.55,7.05,66.63,1
80.68,18.47,2193.12,86.98,73.0,978.49,1.29,4.69,122.25,8.36,101.14,1
92.28,2.89,2876.17,96.14,83.54,985.95,12.27,17.97,188.07,26.93,90.49,1
87.51,8.34,3207.42,95.99,85.58,950.3,3.85,9.23,242.27,17.28,108.45,1
28.66,47.52,759.69,36.86,27.66,1006.88,44.76,7.87,168.47,15.31,29.28,0
21.4,58.67,1183.05,31.38,19.74,973.78,78.09,28.68,162.49,37.54,17.72,0
36.94,91.85,43.36,40.26,27.63,997.53,70.7,10.98,288.57,13.12,34.81,0
55.73,67.66,1092.12,57.28,47.84,974.36,59.92,16.94,272.46,22.5,52.98,0
47.36,7.5,4162.55,52.35,38.84,940.08,29.32,16.03,152.07,20.9,78.53,1
61.9,18.39,3814.08,63.65,56.25,972.03,4.97,1.86,358.56,13.4,98.03,1
26.39,66.27,506.56,28.99,20.65,951.8,58.56,20.23,23.93,20.76,28.0,0
31.22,43.43,969.98,37.6,27.54,971.89,60.34,15.39,117.36,19.62,30.05,0
30.87,74.66,1374.39,37.2,22.29,965.71,83.06,11.44,13.26,25.22,30.31,0
82.28,26.13,2745.85,83.67,73.81,956.2,24.79,1.98,302.21,6.49,82.11,1
32.45,49.65,605.54,37.44,27.92,949.9,60.02,8.79,272.03,11.07,37.4,0
61.45,5.21,3056.19,67.22,57.49,998.28,15.67,26.52,246.12,37.88,70.59,1
20.55,81.18,744.98,23.96,12.91,1000.39,97.4,5.21,77.21,5.93,23.89,0
36.46,49.02,810.63,45.31,35.22,961.2,45.87,6.58,254.78,12.97,35.87,0
107.26,20.75,2809.37,109.71,98.53,979.62,3.75,6.16,127.91,18.99,142.35,1
73.93,30.89,3399.53,77.21,68.91,977.13,38.5,26.72,312.69,41.04,99.63,1
16.31,41.94,850.43,18.72,11.33,968.42,89.51,21.0,71.82,24.74,18.94,0
111.78,33.33,2669.0,113.83,104.76,962.21,13.7,26.46,78.42,30.9,117.78,1
55.16,37.03,1997.9,64.07,48.34,954.88,11.22,27.41,345.81,35.92,92.36,1
57.49,25.78,2486.59,60.99,54.09,1009.83,37.12,27.84,186.13,31.24,82.69,1
33.31,45.59,1135.74,40.81,23.82,1006.66,87.35,14.57,160.7,16.83,28.57,0
78.64,35.92,2057.88,83.49,68.77,973.37,21.49,14.29,126.63,20.68,78.32,1
31.43,57.17,246.51,38.16,25.7,997.7,79.93,24.87,299.24,25.95,35.85,0
94.79,30.28,3126.24,104.15,88.74,979.87,39.81,9.96,126.97,23.37,105.5,1
39.61,51.0,535.2,48.21,33.62,946.83,93.21,0.67,128.22,5.68,40.58,0
37.91,65.3,399.69,39.54,32.54,1005.79,82.08,9.95,44.4,14.99,40.09,0
28.28,54.59,1460.13,36.89,18.78,957.54,96.58,21.49,187.46,33.36,30.74,0
68.86,9.67,4761.84,73.92,65.65,996.55,36.65,3.71,332.55,8.83,83.42,1
53.49,82.3,1284.72,57.64,51.52,982.19,83.74,23.54,344.71,34.96,54.62,0
67.6,11.33,2048.98,74.66,58.24,995.24,31.44,24.46,358.39,27.18,65.39,1
61.82,26.79,4822.38,71.38,58.91,977.7,33.96,3.03,170.31,10.96,88.94,1
31.0,91.06,1191.65,32.85,23.26,996.2,70.14,2.94,278.98,14.46,32.45,0
96.85,5.22,2150.68,104.76,94.01,942.63,15.67,5.96,198.91,12.71,120.59,1
28.65,53.22,584.65,31.48,19.0,943.27,40.53,10.69,197.26,11.77,27.43,0
107.02,37.03,4241.24,111.44,98.9,1011.71,30.39,15.98,290.25,27.04,108.35,1
25.88,74.17,890.03,34.75,16.61,999.98,84.77,14.57,300.73,21.98,27.26,0
53.39,24.29,4523.89,59.3,43.83,1006.28,5.32,25.6,7.13,30.34,51.36,1
36.44,14.33,3493.5,38.05,34.68,976.53,27.63,4.27,339.4,19.16,50.42,1
66.01,18.92,4534.31,71.58,61.11,976.77,25.91,20.93,296.27,34.07,69.22,1
83.23,12.19,3285.11,91.34,76.4,982.72,31.94,16.47,259.6,17.03,82.57,1
40.9,84.45,1406.24,46.66,32.67,959.49,45.31,22.1,306.73,31.01,44.07,0
82.99,2.13,4155.52,85.49,79.81,998.68,33.05,10.26,193.41,15.58,78.14,1
51.78,39.28,2989.02,56.78,42.55,1006.36,13.06,14.14,278.37,14.7,80.88,1
96.06,25.37,1757.54,105.38,93.07,1012.58,27.48,0.86,215.51,1.03,98.18,1
25.3,81.19,822.88,32.22,16.5,981.36,71.66,3.48,195.46,12.24,27.07,0
94.66,15.96,3683.8,102.23,89.05,973.17,17.61,11.25,76.18,16.05,127.13,1
42.14,22.04,2173.16,50.22,36.51,1006.47,29.84,14.44,305.07,24.99,78.42,1
86.23,15.82,2019.35,88.05,81.86,1000.21,38.45,2.57,318.19,9.39,106.32,1
29.37,56.4,910.53,35.6,27.44,1009.38,54.17,24.75,349.63,36.25,25.76,0
72.05,19.09,1612.39,76.44,67.93,992.46,29.94,28.38,43.36,40.58,87.52,1
41.98,51.6,1419.18,44.24,37.14,1010.67,68.69,17.89,104.97,27.75,44.87,0
81.82,8.02,2405.5,84.65,76.51,947.12,33.83,1.6,246.75,7.87,101.43,1
25.78,92.24,309.0,33.81,18.13,994.36,59.38,22.16,307.88,36.99,29.75,0
80.13,33.87,3946.95,82.58,75.96,947.1,17.97,6.51,270.47,11.12,105.27,1
49.37,6.96,4450.25,53.18,44.71,999.91,30.88,22.01,164.01,29.73,79.71,1
22.5,75.12,1029.78,26.06,13.34,990.28,58.73,13.03,261.35,20.84,18.81,0
75.89,10.63,2317.6,77.33,68.12,941.28,10.67,1.6,25.96,8.03,110.61,1
31.94,72.83,851.77,37.1,30.73,987.94,50.27,8.36,238.51,10.18,31.89,0
69.47,33.32,2848.39,77.36,61.16,951.7,24.81,12.81,2.88,18.12,106.27,1
69.53,24.24,4785.07,70.73,59.62,951.39,25.81,22.09,17.12,25.32,98.3,1
64.72,37.24,2459.74,66.73,55.26,952.04,25.86,3.99,272.63,17.49,92.96,1
97.52,18.37,2263.24,105.01,89.0,978.71,35.33,8.61,171.95,18.44,131.24,1
65.81,39.35,2249.38,72.15,59.15,949.24,7.35,2.51,21.44,6.82,90.32,1
28.05,94.41,645.59,35.49,24.55,950.05,50.4,18.47,173.47,26.96,28.63,0
42.72,59.24,946.57,45.8,35.83,960.49,95.72,14.23,22.59,27.03,41.76,0
40.48,25.88,4929.42,48.71,33.22,940.07,22.6,27.87,124.57,41.89,49.69,1
68.59,15.75,4840.78,73.91,65.06,962.06,11.43,22.22,56.65,23.34,100.24,1
56.42,25.43,4482.1,62.91,53.12,989.47,27.57,23.34,78.97,35.14,52.39,1
80.68,12.89,4464.11,82.51,76.11,988.13,2.96,4.93,70.42,19.43,82.43,1
33.98,55.05,514.01,36.82,27.2,1017.56,74.62,8.0,133.84,15.01,38.17,0
98.52,11.75,4391.75,106.48,94.88,949.57,28.72,15.39,38.85,30.33,95.19,1
29.87,72.6,324.89,32.88,23.87,1009.25,91.54,0.4,189.99,14.76,28.5,0
76.45,36.57,2857.69,78.28,67.35,971.3,11.94,26.1,146.56,35.96,84.03,1
35.07,73.84,222.87,41.44,31.41,970.96,53.94,23.33,302.35,36.05,39.61,0
29.6,72.65,249.98,35.53,19.9,967.9,73.71,1.74,297.33,6.19,33.99,0
24.98,90.18,296.51,31.45,19.72,949.98,80.52,25.47,296.74,39.23,20.54,0
41.06,64.87,629.94,47.63,39.16,978.28,80.83,0.13,169.07,9.01,44.78,0
44.52,22.8,3158.82,50.02,43.03,1002.99,38.78,3.43,104.68,11.07,39.63,1
25.78,48.9,943.33,31.22,21.73,1010.03,93.74,1.66,149.54,14.2,24.99,0
40.28,62.0,0.15,49.59,36.95,1017.03,89.49,14.37,247.45,27.72,43.73,0
33.16,79.2,1381.44,38.96,24.56,1002.82,76.46,23.52,190.72,34.04,36.16,0
29.52,42.34,1234.27,36.08,21.88,989.85,41.93,5.36,224.75,5.73,29.61,0
32.51,47.1,1445.91,35.91,23.55,979.8,84.97,23.14,249.74,32.1,31.62,0
31.79,45.84,539.98,40.63,25.49,1009.99,98.5,5.55,330.61,17.87,31.52,0
78.86,21.39,4572.54,80.08,73.94,999.16,30.16,29.72,339.83,37.9,76.89,1
103.68,28.91,2933.79,109.69,100.24,952.9,3.26,25.6,302.57,39.63,117.29,1
86.84,5.3,2965.42,91.29,80.59,994.6,36.53,22.12,23.42,35.58,95.86,1
23.41,72.6,242.05,29.84,16.84,974.48,78.35,17.75,352.56,25.7,20.91,0
26.82,81.87,488.98,31.06,22.28,987.66,95.35,7.28,253.31,13.33,30.07,0
67.34,11.38,3238.33,74.79,57.91,1011.87,31.32,3.58,249.62,4.4,104.83,1
62.99,12.56,2518.81,64.17,56.23,992.21,25.76,13.81,8.32,23.3,95.27,1
24.17,45.4,839.45,28.82,15.63,1015.1,42.29,12.08,172.58,16.07,19.57,0
34.87,91.44,153.14,43.35,28.28,1009.31,94.01,20.23,225.54,30.26,34.66,0
31.97,58.53,632.51,35.22,28.12,950.31,55.74,5.1,100.26,17.08,32.66,0
37.74,94.86,1384.36,39.21,30.11,940.93,98.71,16.86,29.97,22.99,32.8,0
19.49,93.82,1308.55,24.96,16.42,970.75,52.13,20.8,191.68,21.03,21.02,0
86.4,22.6,3954.72,96.19,80.03,1009.23,24.2,8.97,160.67,21.95,100.58,1
51.86,5.77,3562.76,53.44,47.24,958.41,24.69,23.4,15.87,31.64,87.57,1
71.16,32.28,2482.56,72.79,68.81,995.31,19.03,12.96,186.99,17.68,78.33,1
82.22,31.58,2784.35,88.57,77.5,978.08,22.48,4.88,38.78,14.39,81.45,1
114.09,1.84,1815.47,117.34,110.3,999.69,11.55,5.84,152.84,15.96,153.1,1
57.84,15.96,4251.38,62.53,55.83,953.2,6.33,8.37,97.35,10.58,82.18,1
99.52,3.68,2633.54,108.0,91.11,959.13,24.28,4.74,349.37,14.44,124.18,1
25.09,73.46,691.09,27.88,19.6,959.4,97.72,16.89,12.5,21.19,20.16,0
24.68,68.72,189.09,32.15,20.56,983.88,59.68,28.47,201.61,40.53,21.55,0
56.32,68.54,659.02,61.86,50.78,963.17,80.81,26.88,54.69,41.0,53.08,0
59.27,10.22,3442.51,68.42,51.48,1004.94,7.77,9.71,114.95,11.25,96.99,1
75.93,18.8,4306.48,85.69,74.77,967.74,14.96,25.94,66.2,39.7,88.34,1
17.33,74.95,249.75,22.7,11.41,992.87,46.78,28.62,358.25,42.17,17.37,0
93.19,15.48,2895.68,99.45,87.88,1015.88,4.67,8.83,11.65,13.97,102.05,1
23.13,72.77,1040.12,30.85,14.1,988.55,85.8,27.16,194.89,27.59,19.17,0
65.04,3.08,1765.16,68.91,59.03,959.37,0.18,29.92,218.9,39.87,64.31,1
27.32,87.45,114.05,30.36,25.09,1006.44,60.89,23.93,277.98,29.1,27.03,0
22.91,68.54,844.95,32.59,18.41,941.0,52.23,11.71,225.35,14.58,27.89,0
21.81,59.11,81.3,26.7,15.22,960.52,93.22,18.26,83.28,19.88,21.91,0
41.58,75.18,881.65,42.6,40.17,971.0,91.51,10.93,215.29,13.87,36.78,0
42.24,64.52,1130.25,50.78,33.28,955.68,50.15,29.88,350.99,33.44,39.32,0
39.49,44.48,493.97,45.89,37.88,988.32,85.63,2.04,305.44,13.97,38.04,0
110.31,36.85,1686.99,112.83,109.03,984.64,19.94,26.79,163.26,38.55,112.87,1
87.63,31.34,1919.51,88.91,86.62,972.52,18.46,2.24,171.87,9.65,85.48,1
25.03,42.67,706.66,28.65,17.88,963.55,69.6,1.27,47.85,9.57,25.94,0
70.0,23.38,3839.63,79.35,64.89,974.71,11.46,28.2,205.17,41.97,96.97,1
76.6,8.42,3744.48,86.0,74.68,963.3,1.23,26.02,100.89,39.64,84.8,1
18.26,75.68,1063.4,22.06,9.56,957.7,78.22,10.85,38.92,23.28,15.23,0
20.06,71.34,978.93,28.58,17.24,968.1,54.15,28.73,170.72,34.34,15.84,0
41.53,78.92,1308.46,46.51,37.59,988.19,46.65,25.86,16.23,31.35,44.91,0
49.01,63.61,138.66,55.9,46.41,991.87,96.0,27.06,43.25,40.38,48.63,0
101.98,11.58,4305.01,105.99,92.64,963.79,1.57,17.85,78.86,31.75,110.13,1
41.06,92.93,198.27,46.71,33.24,1015.79,84.04,28.75,356.63,40.73,44.44,0
89.01,39.2,2014.5,92.66,81.5,960.96,10.51,24.29,291.05,35.64,103.37,1
81.66,7.91,4557.09,83.21,80.26,996.97,10.52,28.2,195.03,36.57,103.66,1
36.12,69.22,1365.1,38.38,30.42,946.52,86.6,8.45,83.72,13.52,39.24,0
32.31,22.13,2529.1,35.93,26.13,993.19,37.39,15.96,186.81,19.57,30.61,1
30.72,92.4,189.55,40.5,26.27,976.8,47.29,26.03,233.64,28.13,26.05,0
82.68,1.87,3892.43,92.37,78.79,985.53,16.58,17.39,1.64,28.31,120.91,1
39.62,48.2,895.76,48.07,30.95,954.73,90.99,24.03,355.64,35.69,42.8,0
65.77,34.75,2143.53,68.86,64.56,974.69,20.97,29.19,225.64,34.57,85.05,1
72.31,2.7,2732.98,77.29,65.68,1001.3,19.13,24.14,355.77,24.23,74.67,1
19.92,65.98,1372.21,24.88,15.37,1001.37,66.49,9.46,168.86,23.54,24.34,0
100.43,30.73,3393.64,104.92,93.44,959.0,19.54,3.56,224.46,10.12,122.93,1
72.42,38.17,2524.0,73.83,69.64,968.21,7.55,8.18,166.13,22.8,95.27,1
121.65,39.43,3911.27,127.46,118.51,940.31,4.68,19.88,3.41,30.04,156.81,1
88.62,17.46,1501.21,90.27,82.34,947.2,36.73,0.33,305.96,2.19,115.85,1
54.49,38.06,1708.89,62.7,44.67,950.14,1.94,5.69,161.64,10.6,84.74,1
15.13,70.4,547.86,22.35,5.35,963.49,72.97,9.81,169.54,19.66,15.94,0
30.87,88.09,67.79,35.05,27.63,1000.72,90.85,26.26,129.59,36.0,33.93,0
36.11,26.07,4617.98,42.94,34.19,980.82,16.19,1.53,155.76,5.01,40.42,1
31.35,53.73,1430.29,34.45,25.04,1003.41,94.04,1.5,261.2,4.15,34.1,0
94.06,20.79,2958.91,97.45,89.28,1000.39,12.42,16.55,252.22,20.71,120.5,1
90.66,6.05,1662.99,94.49,82.81,986.97,21.19,5.33,291.02,17.14,101.06,1
37.78,73.35,361.34,45.95,32.03,979.99,61.43,7.27,350.88,10.89,39.0,0
30.75,49.29,110.89,33.64,25.15,1014.51,79.15,5.53,140.82,16.05,33.85,0
70.33,25.42,1973.07,76.39,63.51,985.54,17.89,17.45,122.03,30.5,82.62,1
37.64,91.2,838.74,40.44,35.5,978.63,49.68,1.67,177.67,7.54,38.19,0
58.98,9.04,1696.58,62.54,51.88,1009.53,30.73,28.2,55.58,28.3,60.47,1
11.17,91.74,1169.46,14.29,5.78,945.72,46.45,3.69,272.89,5.82,10.39,0
75.46,30.37,2231.22,82.26,67.08,992.48,36.58,28.55,209.21,33.23,76.32,1
18.69,87.36,216.82,24.43,16.44,949.04,71.86,23.34,76.08,26.19,14.22,0
82.71,12.54,2939.26,90.2,79.0,1005.59,3.16,24.84,311.05,29.18,106.16,1
30.0,49.02,680.65,32.98,20.45,1003.41,72.03,5.18,222.86,13.34,26.41,0
92.75,20.62,3381.31,93.83,86.77,980.29,16.11,20.09,12.25,20.41,109.24,1
15.88,77.63,656.55,23.0,6.52,992.88,99.76,24.51,70.75,25.48,14.05,0
103.91,7.82,1893.99,105.94,96.71,1001.81,19.89,16.74,320.79,29.58,143.88,1
49.62,29.6,4268.94,52.84,40.28,978.66,25.09,16.53,137.18,24.37,65.65,1
18.72,50.99,1115.88,22.47,14.86,1012.48,52.5,4.78,354.37,18.82,23.42,0
42.72,61.99,862.33,50.45,40.91,974.96,50.98,12.43,190.71,12.48,46.38,0
14.4,49.22,606.9,21.03,6.18,1011.36,43.42,4.52,74.85,4.52,12.86,0
49.94,22.98,4849.5,52.6,41.7,986.62,13.24,29.19,213.8,40.28,66.26,1
65.08,29.33,3508.73,71.46,58.51,974.1,1.87,20.55,36.85,27.69,75.07,1
66.77,19.79,2055.62,74.14,60.55,940.33,33.42,1.45,290.71,15.16,82.59,1
11.08,82.03,567.25,15.58,1.85,963.64,71.51,14.3,226.02,26.1,8.94,0
29.38,57.59,438.62,32.59,26.79,1009.43,92.37,19.14,347.02,26.7,33.3,0
62.87,36.67,3177.74,69.98,56.32,974.3,32.18,2.87,248.44,10.05,87.21,1
29.14,75.51,750.84,35.64,27.69,973.72,72.65,19.95,17.69,32.12,26.51,0
102.37,27.65,3252.89,104.07,100.1,979.15,20.89,5.32,171.51,17.37,130.33,1
20.53,65.76,590.27,27.53,15.6,962.9,98.24,12.24,191.27,16.39,19.96,0
76.41,21.95,4104.15,81.81,68.02,979.32,11.46,18.77,330.04,28.89,78.64,1
30.31,52.81,429.01,38.09,22.71,970.06,72.89,10.95,155.69,20.6,31.21,0
45.41,61.26,1497.74,48.12,35.64,1012.76,86.01,11.43,213.66,24.27,48.78,0
65.02,39.85,4613.65,68.34,63.61,985.12,29.38,25.31,66.94,38.34,83.68,1
106.31,34.45,3657.33,112.2,101.88,1006.73,15.89,9.28,88.07,13.3,138.71,1
84.21,3.49,2606.37,89.55,81.78,994.95,16.01,19.66,197.49,32.85,123.14,1
13.77,59.73,1259.29,18.25,12.44,957.01,74.49,25.47,250.91,39.34,14.81,0
17.87,79.42,1371.29,25.58,14.49,1009.41,87.19,4.58,156.77,6.22,16.25,0
58.89,32.23,2807.04,64.97,55.69,946.98,39.45,1.38,155.76,9.98,87.8,1
72.93,16.88,4676.66,80.32,68.15,975.89,34.51,24.77,92.16,31.31,88.38,1
11.81,61.19,374.86,14.19,9.55,959.13,59.35,16.53,251.33,22.56,14.63,0
48.69,89.57,210.1,56.25,43.29,983.0,77.62,24.83,1.97,35.4,50.97,0
16.06,85.14,473.82,21.22,6.78,964.0,64.74,6.39,184.6,8.33,20.05,0
113.4,14.93,4877.06,114.7,105.66,997.83,16.71,24.98,1.28,37.28,140.2,1
30.69,76.0,596.04,33.8,22.11,1014.95,90.2,2.86,213.65,3.26,33.57,0
1.89,44.66,559.44,3.13,-6.35,996.73,58.94,26.5,11.13,35.17,-2.99,0
27.33,92.26,616.72,32.44,22.82,968.42,78.7,24.68,338.42,28.06,32.2,0
34.48,45.88,1065.05,38.42,27.1,988.01,92.41,17.02,172.06,27.03,38.68,0
33.54,70.98,368.37,43.43,25.75,1011.08,77.31,18.25,246.25,26.13,36.96,0
89.38,39.88,1852.91,98.2,86.53,961.6,31.38,10.38,307.3,25.37,91.98,1
26.13,63.64,734.52,34.56,17.38,949.46,42.12,6.05,84.75,18.98,26.57,0
106.56,6.67,1584.27,112.07,101.44,950.46,2.51,13.66,194.42,18.71,130.04,1
23.11,89.99,90.1,31.37,21.96,979.59,99.85,19.72,310.84,27.65,18.65,0
88.13,35.4,1603.66,91.53,81.34,998.57,0.11,29.95,193.6,34.72,114.26,1
76.55,2.26,4302.39,82.59,69.46,992.58,33.29,24.52,141.4,35.45,93.32,1
92.77,30.32,2544.02,97.31,86.81,976.31,25.08,13.03,132.79,19.37,91.54,1
78.73,26.56,3226.24,81.27,75.82,998.34,22.82,22.3,138.28,24.03,105.28,1
14.85,50.45,259.94,16.51,9.51,990.72,81.53,3.24,221.56,13.15,13.73,0
32.74,79.39,30.18,38.76,28.14,990.26,50.64,12.45,16.44,12.62,28.0,0
100.98,39.66,3002.19,102.86,91.21,956.19,22.62,12.75,149.54,17.21,103.62,1
79.42,2.71,1540.51,86.88,70.99,965.01,33.7,29.96,201.81,43.57,87.34,1
95.5,10.14,3488.14,104.8,87.65,967.55,17.64,11.73,283.1,13.14,109.96,1
59.09,16.47,1936.6,61.55,56.46,1004.66,32.19,2.5,190.8,10.06,92.85,1
79.47,18.54,4176.27,84.71,75.5,1002.01,31.47,2.02,333.42,13.94,98.62,1
30.38,65.23,727.42,38.02,25.96,960.21,80.83,20.95,159.76,34.52,26.67,0
28.48,48.99,309.7,32.06,23.05,944.41,58.17,8.67,234.29,17.07,31.65,0
80.63,2.76,3761.78,89.92,79.36,1001.42,33.4,26.07,6.33,28.37,118.8,1
93.8,16.91,3658.36,102.8,87.46,972.79,33.23,14.49,85.84,28.6,129.68,1
42.89,43.83,397.82,44.83,38.67,957.58,62.34,9.91,293.56,21.15,46.88,0
93.83,38.65,2434.81,95.08,87.78,949.36,8.92,22.77,211.04,28.71,103.37,1
25.2,73.41,1132.53,34.99,24.12,941.03,91.68,12.53,340.62,16.68,26.22,0
60.04,25.79,1544.83,69.64,56.14,974.22,1.89,22.12,271.04,22.84,72.53,1
11.52,62.13,1263.19,16.32,3.6,967.18,82.95,21.42,161.88,24.29,6.89,0
24.78,62.77,389.7,26.24,19.27,995.72,65.04,21.7,280.34,33.36,25.88,0
73.12,25.77,4359.66,79.69,65.02,1018.13,8.58,25.71,168.4,27.34,74.42,1
34.12,70.68,178.02,37.76,26.83,956.54,70.45,25.45,118.86,27.39,38.22,0
60.4,35.09,3787.05,69.83,51.71,959.44,32.52,19.94,16.95,22.88,82.86,1
40.85,29.55,3450.05,49.01,39.79,966.98,9.76,28.71,311.62,34.64,36.14,1
66.64,29.93,1725.89,73.48,63.29,977.28,23.28,0.62,150.82,3.46,98.05,1
25.21,48.92,481.39,28.77,19.27,995.82,49.51,27.91,246.66,41.48,23.74,0
33.89,74.05,1198.28,41.2,24.42,968.16,65.22,4.45,55.1,8.31,37.44,0
27.31,67.81,1016.63,30.92,20.2,948.34,96.68,6.35,298.43,20.14,30.75,0
118.01,38.1,1603.74,119.34,112.9,998.43,8.94,24.52,296.71,39.3,115.84,1
100.46,6.89,3810.2,106.04,98.29,1003.57,35.66,12.01,173.57,23.34,119.35,1
112.87,20.41,2950.92,118.27,107.43,959.81,33.32,12.76,241.97,12.87,110.01,1
87.82,23.64,1534.26,95.69,82.85,950.94,24.86,7.84,187.72,11.44,85.72,1
103.35,13.84,3650.26,112.14,95.34,982.22,3.73,6.73,198.82,10.74,100.65,1
65.52,33.74,1928.5,69.71,60.8,956.67,0.64,3.19,319.97,11.33,72.02,1
38.26,93.5,1271.97,43.31,34.39,969.93,74.7,5.9,348.09,8.28,36.71,0
25.22,29.11,2414.78,30.45,23.41,1002.19,7.87,17.0,132.3,18.16,36.53,1
33.99,88.09,54.94,37.91,32.57,957.57,95.59,21.2,119.42,23.84,31.55,0
110.81,11.12,3224.43,118.5,105.85,1004.5,10.49,22.17,109.37,27.08,111.42,1
68.94,29.68,2757.23,74.64,64.81,993.92,13.52,11.1,277.47,11.84,105.92,1
74.92,22.5,3434.56,84.15,68.92,957.58,30.18,27.66,260.24,30.59,92.61,1
29.19,45.18,278.18,36.04,21.78,982.11,45.04,9.86,15.77,12.37,25.31,0
38.35,69.26,1013.3,41.26,36.99,989.13,41.73,3.33,31.84,14.92,38.89,0
33.36,81.08,118.14,35.84,27.89,956.02,59.99,28.36,232.63,30.9,32.39,0
35.0,62.67,635.63,39.35,26.24,951.6,87.4,16.22,98.99,28.09,39.38,0
35.0,76.86,128.79,39.12,29.9,982.49,83.04,29.14,32.97,36.76,37.88,0
74.47,22.27,3770.41,79.13,68.78,995.51,4.98,11.81,148.92,23.18,79.65,1
82.27,9.58,3476.19,84.92,76.89,977.21,3.5,22.72,315.89,29.48,86.9,1
33.59,55.96,943.86,43.39,29.08,945.6,99.63,3.3,131.87,16.81,36.04,0
41.89,61.04,1009.81,44.2,39.9,1014.02,61.97,25.62,250.43,29.77,37.6,0
23.35,59.24,730.72,30.22,21.21,995.6,88.32,5.12,324.21,16.62,25.09,0
75.72,1.22,2794.67,76.84,73.11,989.7,16.87,2.06,60.95,4.51,89.09,1
99.41,39.44,3364.14,104.07,91.27,991.49,28.35,2.93,219.49,16.17,96.75,1
88.38,39.24,1572.15,92.16,84.9,971.89,12.18,16.72,326.76,17.15,124.11,1
11.46,76.3,697.81,15.9,1.93,1018.75,51.56,8.76,69.63,15.62,16.26,0
54.58,19.59,3789.89,60.06,46.29,950.61,7.71,28.83,355.94,35.15,50.17,1
72.43,38.59,4157.23,78.83,65.27,999.13,17.17,25.58,131.43,34.94,77.54,1
41.35,48.38,1066.6,47.6,33.86,973.67,48.81,24.1,78.31,30.71,36.69,0
80.75,2.03,4966.98,87.43,79.33,1010.49,17.36,24.29,301.62,33.12,98.09,1
27.97,83.44,666.81,36.57,21.85,997.38,42.12,26.72,168.45,39.65,30.73,0
115.33,37.87,2771.18,124.31,105.86,984.98,3.69,25.96,241.44,28.09,124.51,1
43.83,78.64,1263.46,51.47,42.48,1015.02,97.48,27.85,176.26,31.51,42.09,0
81.86,22.29,3505.14,83.57,78.24,1013.0,10.42,28.03,231.67,40.07,86.39,1
69.78,3.95,4585.99,79.43,68.32,944.19,4.63,8.95,12.73,12.37,98.49,1
